大阪市,351,
堺市,51,
岸和田市,11,
豊中市,26,
池田市,9,
吹田市,26,
泉大津市,3,
高槻市,13,
貝塚市,2,
守口市,8,
枚方市,16,
茨木市,8,
八尾市,18,
泉佐野市,2,
富田林市,1,
寝屋川市,5,
河内長野市,3,
松原市,9,
大東市,25,
和泉市,30,
箕面市,15,
柏原市,3,
羽曳野市,4,
門真市,14,
摂津市,5,
高石市,1,
藤井寺市,2,
東大阪市,23,
泉南市,1,
四條畷市,3,
交野市,8,
大阪狭山市,4,
阪南市,1,
島本町,0,
豊能町,0,
能勢町,2,
忠岡町,0,
熊取町,0,
田尻町,0,
岬町,0,
太子町,0,
河南町,0,
千早赤阪村,0,
